Price,Type,Size,Beds,Bath,Location
5500000,Apartment,1100.0,3,3,Hazaribag
5000000,Apartment,1000.0,3,3,Hazaribag
5000000,Apartment,1000.0,3,3,Hazaribag
5500000,Apartment,1036.0,3,2,Badda
3400000,Apartment,900.0,3,2,Hazaribag
3300000,Apartment,900.0,3,2,Hazaribag
3100000,Apartment,900.0,3,2,Hazaribag
15000000,Apartment,1500.0,3,4,Uttara
6375000,Apartment,1050.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
5500000,Apartment,1050.0,3,2,Shyamoli
6000000,Apartment,900.0,3,2,Uttara
4800000,Apartment,1010.0,3,2,Khilgaon
3300000,Apartment,750.0,2,2,Khilgaon
4500000,Apartment,984.0,2,2,Khilgaon
4600000,Apartment,1070.0,2,2,Turag
4600000,Apartment,1070.0,2,2,Turag
4600000,Apartment,1070.0,2,2,Turag
7475000,Apartment,1250.0,3,3,Bashabo
4600000,Apartment,1070.0,2,2,Turag
7500000,Apartment,1060.0,2,2,Uttara
16000000,Apartment,1575.0,3,4,Kalabagan
4500000,Apartment,1000.0,3,2,Mirpur
4500000,Apartment,1000.0,3,2,Mirpur
4500000,Apartment,1000.0,3,2,Mirpur
4200000,Apartment,865.0,2,2,Mirpur
6300000,Apartment,1050.0,3,3,Mirpur
7000000,Apartment,1400.0,3,3,Mirpur
40000000,Apartment,2200.0,4,4,Banani
3100000,Apartment,650.0,2,2,Savar
2900000,Apartment,600.0,2,2,Savar
2600000,Apartment,650.0,2,2,Savar
9500000,Apartment,1860.0,3,3,Bashundhara R-A
3600000,Apartment,550.0,2,2,Mugdapara
4500000,Apartment,950.0,2,2,Mirpur
4150000,Apartment,920.0,2,2,Mohammadpur
3515000,Apartment,703.0,2,2,Sutrapur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
6210000,Apartment,1380.0,3,3,Cantonment
6210000,Apartment,1380.0,3,3,Cantonment
4200000,Apartment,1050.0,3,3,Cantonment
4388000,Apartment,1097.0,3,2,Mirpur
3375000,Apartment,750.0,2,2,Mohammadpur
7850000,Apartment,1405.0,3,3,Adabor
7200000,Apartment,1253.0,3,3,Badda
5500000,Apartment,1270.0,3,2,Dakshin Khan
17000000,Apartment,1350.0,3,4,Mohakhali DOHS
4775000,Apartment,1125.0,3,2,Dakshin Khan
4870000,Apartment,1150.0,3,2,Dakshin Khan
4870000,Apartment,1150.0,3,2,Dakshin Khan
8000000,Apartment,1336.0,3,3,Badda
14000000,Apartment,1850.0,4,4,Bashundhara R-A
3500000,Apartment,550.0,2,2,Kathalbagan
6525000,Apartment,1450.0,3,3,Cantonment
2500000,Apartment,870.0,2,2,Demra
18000000,Apartment,1635.0,3,4,Lalmatia
25000000,Apartment,3129.0,4,3,Dhanmondi
3690000,Apartment,1025.0,3,2,Shyampur
8500000,Apartment,1628.0,3,3,Ibrahimpur
6000000,Apartment,1450.0,3,3,Mohammadpur
14600000,Apartment,2250.0,3,4,Uttara
63000000,Apartment,3600.0,4,4,Gulshan
4500000,Apartment,1080.0,3,2,Mirpur
17000000,Apartment,1770.0,3,4,Uttara
15000000,Apartment,1500.0,3,4,Uttara
4300000,Apartment,1050.0,3,3,Mohammadpur
3800000,Apartment,1050.0,3,3,Mohammadpur
6200000,Apartment,1100.0,3,3,Mohammadpur
4680000,Apartment,900.0,2,2,North Shahjahanpur
7500000,Apartment,1300.0,3,3,Mirpur
7500000,Apartment,1300.0,3,3,Mirpur
7500000,Apartment,1300.0,3,3,Mirpur
11600000,Apartment,1359.0,3,3,Motijheel
35000000,Apartment,2525.0,4,4,Dhanmondi
5500000,Apartment,1150.0,3,2,Dakshin Khan
9100000,Apartment,1400.0,3,3,Mohammadpur
9000000,Apartment,1360.0,3,3,Kalabagan
12000000,Apartment,2850.0,5,6,Keraniganj
3200000,Apartment,750.0,2,2,Shyampur
3500000,Apartment,790.0,2,2,Shyampur
3400000,Apartment,790.0,2,2,Shyampur
3300000,Apartment,775.0,2,2,Shyampur
6900000,Apartment,1170.0,3,3,Mohammadpur
7000000,Apartment,1160.0,3,3,Bashundhara R-A
6700000,Apartment,1200.0,3,3,Mirpur
5298000,Apartment,815.0,2,2,Motijheel
5400000,Apartment,1200.0,3,3,Mohammadpur
3465000,Apartment,1050.0,3,2,Savar
17100000,Apartment,1712.0,3,3,Sutrapur
5500000,Apartment,1100.0,3,3,Hazaribag
6073000,Apartment,1305.0,3,3,Bashabo
7500000,Apartment,1300.0,3,3,Mirpur
5200000,Apartment,540.0,3,2,Lalbagh
5200000,Apartment,540.0,3,2,Lalbagh
22200000,Apartment,1850.0,3,4,Lalmatia
22200000,Apartment,1850.0,3,4,Lalmatia
22200000,Apartment,1850.0,3,4,Lalmatia
22200000,Apartment,1850.0,3,4,Lalmatia
22200000,Apartment,1850.0,3,4,Lalmatia
13400000,Apartment,1675.0,3,3,Bashundhara R-A
2600000,Apartment,650.0,2,2,Joar Sahara
2800000,Apartment,750.0,2,2,Hazaribag
5500000,Apartment,1060.0,3,2,Kafrul
5600000,Apartment,1120.0,3,2,Dakshin Khan
5000000,Apartment,970.0,3,2,Khilgaon
4500000,Apartment,985.0,3,2,Dakshin Khan
11000000,Apartment,1500.0,3,4,Uttara
17000000,Apartment,1560.0,3,3,Dhanmondi
6500000,Apartment,1370.0,3,3,Badda
640000000,Building,22000.0,30,10,Baridhara
3500000,Apartment,825.0,2,2,Mirpur
7500000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
16000000,Apartment,1400.0,3,3,Uttara
24500000,Apartment,2470.0,4,4,Uttara
24500000,Apartment,2470.0,4,4,Uttara
100000000,Building,3640.0,7,8,Uttara
7475000,Apartment,1250.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
11000000,Apartment,900.0,2,2,Uttara
7475000,Apartment,1250.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
8500000,Apartment,1280.0,3,3,Bashundhara R-A
15200000,Apartment,1920.0,3,4,Dhanmondi
10000000,Apartment,1450.0,3,3,Uttara
10000000,Apartment,1200.0,3,3,Uttara
11000000,Apartment,1517.0,3,3,Uttara
7500000,Apartment,1300.0,3,3,Uttara
8728000,Apartment,1288.0,3,3,Bashundhara R-A
7200000,Apartment,1200.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
11000000,Apartment,900.0,2,2,Uttara
15000000,Apartment,2150.0,3,3,Uttara
6000000,Apartment,900.0,2,2,Uttara
14000000,Apartment,1652.0,3,3,Sutrapur
7000000,Apartment,1250.0,3,3,Hazaribag
6500000,Apartment,900.0,2,2,Uttara
4200000,Apartment,1050.0,3,2,Savar
14500000,Apartment,1450.0,3,2,Mohakhali DOHS
7200000,Apartment,1200.0,3,3,Bashabo
6100000,Apartment,1350.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6925000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7200000,Apartment,1200.0,3,3,Bashabo
8025000,Apartment,1350.0,3,3,Bashabo
6100000,Apartment,1000.0,3,3,Bashabo
6815000,Apartment,1130.0,3,3,Bashabo
6375000,Apartment,1050.0,3,3,Bashabo
7600000,Apartment,1281.0,3,3,Turag
13700000,Apartment,2105.0,3,4,Uttara
13000000,Apartment,1630.0,3,4,Uttara
60000000,Apartment,3086.0,4,4,Baridhara
26000000,Apartment,2550.0,4,3,Baridhara DOHS
10000000,Apartment,1500.0,3,3,Uttara
14000000,Apartment,1850.0,4,3,Uttara
7000000,Apartment,1400.0,3,3,Mirpur
9000000,Apartment,950.0,3,4,Kathalbagan
9450000,Apartment,1500.0,3,3,Uttara
3500000,Apartment,800.0,2,2,Mirpur
50000000,Apartment,2271.0,4,4,Dhanmondi
6500000,Apartment,1240.0,3,3,Mirpur
80000000,Building,5000.0,5,6,Nikunja
4400000,Apartment,1300.0,3,2,Mirpur
11000000,Apartment,1470.0,4,3,Tejgaon
27000000,Apartment,2600.0,4,4,Baridhara DOHS
2200000,Apartment,650.0,2,2,Mirpur
7500000,Apartment,1160.0,3,3,Mirpur
13000000,Apartment,1570.0,3,3,Bashundhara R-A
5282000,Apartment,1390.0,3,3,Cantonment
5282000,Apartment,1390.0,3,3,Cantonment
1600000,Apartment,450.0,2,1,Mirpur
4500000,Apartment,1050.0,3,2,Mohammadpur
16000000,Apartment,1575.0,3,3,Kathalbagan
4500000,Apartment,850.0,2,2,Turag
4000000,Apartment,850.0,2,2,Dakshin Khan
4000000,Apartment,900.0,3,2,Dakshin Khan
14000000,Apartment,1200.0,2,3,Tejgaon
3175000,Apartment,635.0,2,1,Sutrapur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
11299999,Apartment,1508.0,3,3,Bashundhara R-A
8239000,Apartment,1194.0,3,3,Badda
4200000,Apartment,1050.0,3,3,Cantonment
3668000,Apartment,917.0,2,2,Mirpur
9500000,Apartment,1150.0,2,2,Tejgaon
3300000,Apartment,550.0,2,2,Sutrapur
3500000,Apartment,650.0,2,2,Mirpur
5850000,Apartment,1300.0,3,3,Mohammadpur
11399999,Apartment,1750.0,3,4,Mohammadpur
11500000,Apartment,1650.0,3,3,Bashundhara R-A
4775000,Apartment,1125.0,3,2,Dakshin Khan
4775000,Apartment,1125.0,3,2,Dakshin Khan
4775000,Apartment,1125.0,3,2,Dakshin Khan
2280000,Apartment,600.0,2,2,Dakshin Khan
8000000,Apartment,1630.0,3,4,Ibrahimpur
4400000,Apartment,1100.0,3,3,Mohammadpur
3400000,Apartment,1010.0,3,2,Demra
9500000,Apartment,1287.0,3,3,Tejgaon
2750000,Apartment,900.0,3,2,Demra
3800000,Apartment,950.0,3,2,Mohammadpur
3800000,Apartment,950.0,3,2,Mohammadpur
3800000,Apartment,950.0,3,2,Mohammadpur
3000000,Apartment,1041.0,2,2,Demra
3200000,Apartment,800.0,2,2,Mohammadpur
20000000,Apartment,2200.0,4,5,Mirpur
3700000,Apartment,930.0,2,2,Mohammadpur
4000000,Apartment,930.0,2,2,Mohammadpur
4500000,Apartment,930.0,2,2,Mohammadpur
4700000,Apartment,900.0,2,2,Uttara
4700000,Apartment,900.0,2,2,Uttara
20000000,Apartment,1750.0,3,4,Banani
4700000,Apartment,1020.0,3,2,Dakshin Khan
26000000,Apartment,2900.0,4,4,Uttara
22000000,Apartment,1800.0,3,3,Uttara
4342000,Apartment,965.0,3,3,Cantonment
4595000,Apartment,1021.0,3,3,Cantonment
9520000,Apartment,1400.0,3,3,Mohammadpur
17500000,Apartment,2170.0,3,4,Uttara
17500000,Apartment,2170.0,3,3,Uttara
200000000,Building,5760.0,15,10,Sutrapur
9240000,Apartment,1155.0,3,3,Kathalbagan
3550000,Apartment,650.0,2,2,Lalbagh
5000000,Apartment,1083.0,2,3,Mirpur
10500000,Apartment,1517.0,3,3,Uttara
7900000,Apartment,1300.0,3,3,Mirpur
6000000,Apartment,990.0,3,2,Hazaribag
8000000,Apartment,1150.0,3,2,Kalabagan
4300000,Apartment,1100.0,3,2,Mirpur
4300000,Apartment,1100.0,3,2,Mirpur
4000000,Apartment,1000.0,3,2,Mirpur
4300000,Apartment,1100.0,3,2,Mirpur
8000000,Apartment,2000.0,4,4,Keraniganj
5200000,Apartment,1150.0,3,2,Dakshin Khan
9900000,Apartment,1225.0,3,2,Uttara
18500000,Apartment,1809.0,3,3,Uttara
11500000,Apartment,1554.0,3,3,Mirpur
8000000,Apartment,1550.0,3,3,Agargaon
11500000,Apartment,1554.0,3,3,Mirpur
11500000,Apartment,1554.0,3,3,Mirpur
11500000,Apartment,1554.0,3,3,Mirpur
6500000,Apartment,944.0,3,2,Mirpur
11500000,Apartment,1554.0,3,3,Mirpur
11500000,Apartment,1554.0,3,3,Mirpur
3630000,Apartment,1100.0,3,2,Savar
5000000,Apartment,1000.0,3,3,Hazaribag
4800000,Apartment,1400.0,3,3,Mirpur
6759999,Apartment,1120.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
6759999,Apartment,1120.0,3,3,Bashabo
7475000,Apartment,1250.0,3,3,Bashabo
2800000,Apartment,700.0,2,2,Turag
5000000,Apartment,1272.0,3,3,Mohammadpur
5000000,Apartment,1272.0,3,3,Mohammadpur
5000000,Apartment,1272.0,3,3,Mohammadpur
5000000,Apartment,1272.0,3,3,Mohammadpur
5000000,Apartment,1272.0,3,3,Mohammadpur
3500000,Apartment,970.0,2,2,Mirpur
7500000,Apartment,1350.0,3,3,Mirpur
11500000,Apartment,1721.0,3,3,Bashundhara R-A
6300000,Apartment,1400.0,3,3,Mirpur
11500000,Apartment,1500.0,3,3,Uttara
7500000,Apartment,1300.0,3,3,Uttara
13000000,Apartment,1700.0,3,3,Uttara
10000000,Apartment,1520.0,3,3,Uttara
10000000,Apartment,1520.0,3,3,Uttara
12500000,Apartment,1850.0,3,3,Eskaton
16000000,Apartment,1575.0,3,4,Kalabagan
4500000,Apartment,1000.0,3,2,Mirpur
6250000,Apartment,1250.0,3,3,Agargaon
8500000,Apartment,1195.0,3,3,Mirpur
45000000,Duplex,3200.0,5,5,Gulshan
7000000,Apartment,1150.0,3,2,Agargaon
11000000,Apartment,1695.0,3,3,Uttara
65000000,Building,9000.0,7,8,Uttara
16500000,Apartment,1842.0,3,4,Uttara
5500000,Apartment,900.0,2,2,Uttara
9000000,Apartment,1050.0,3,3,Uttara
35000000,Apartment,2210.0,3,4,Banani
28000000,Apartment,2147.0,3,3,Gulshan
15000000,Apartment,1511.0,3,4,Uttara
9000000,Apartment,1050.0,3,3,Uttara
9000000,Apartment,1050.0,3,3,Uttara
45000000,Apartment,2600.0,3,4,Dhanmondi
30000000,Apartment,2880.0,3,4,Dhanmondi
15000000,Apartment,1550.0,3,4,Uttara
5200000,Apartment,950.0,3,2,Mirpur
17500000,Apartment,1757.0,3,3,Uttara
4500000,Apartment,900.0,2,2,Rampura
4000000,Apartment,1250.0,3,3,Uttar Khan
8000000,Apartment,1250.0,3,3,Mirpur
52000000,Apartment,3590.0,4,5,Banani DOHS
11600000,Apartment,1550.0,3,3,Badda
11700000,Apartment,1565.0,3,3,Badda
8255000,Apartment,1270.0,3,3,Badda
8151000,Apartment,1254.0,3,3,Badda
8183000,Apartment,1259.0,3,3,Badda
8028000,Apartment,1235.0,3,3,Badda
36000000,Apartment,2700.0,3,3,Gulshan
8183000,Apartment,1259.0,3,3,Badda
14000000,Apartment,1550.0,3,4,Uttara
3800000,Apartment,894.0,2,2,Dakshin Khan
2500000,Apartment,550.0,2,2,Hazaribag
3750000,Apartment,887.0,2,2,Dakshin Khan
5500000,Apartment,1575.0,4,4,Mirpur
3800000,Apartment,894.0,2,2,Dakshin Khan
5800000,Apartment,1250.0,3,3,Dakshin Khan
4200000,Apartment,935.0,3,2,Mirpur
7277000,Apartment,1323.0,3,3,Hazaribag
6000000,Apartment,1350.0,3,3,Dakshin Khan
3750000,Apartment,887.0,2,2,Dakshin Khan
5500000,Apartment,1575.0,4,4,Mirpur
15000000,Apartment,1826.0,3,3,Uttara
6000000,Apartment,900.0,2,2,Uttara
6000000,Apartment,1250.0,3,3,Dakshin Khan
5300000,Apartment,1050.0,3,2,Badda
6000000,Apartment,900.0,3,2,Uttara
9000000,Apartment,1160.0,3,2,Uttara
5200000,Apartment,1200.0,3,3,Mirpur
8151000,Apartment,1254.0,3,3,Badda
8255000,Apartment,1270.0,3,3,Badda
8028000,Apartment,1235.0,3,3,Badda
11700000,Apartment,1565.0,3,3,Badda
11600000,Apartment,1550.0,3,3,Badda
8151000,Apartment,1254.0,3,3,Badda
8255000,Apartment,1270.0,3,3,Badda
8028000,Apartment,1235.0,3,3,Badda
11700000,Apartment,1565.0,3,3,Badda
8183000,Apartment,1259.0,3,3,Badda
12000000,Apartment,1500.0,3,3,Bashundhara R-A
3000000,Apartment,900.0,3,2,Khilkhet
5000000,Apartment,1012.0,3,3,Mirpur
7000000,Apartment,1250.0,3,3,Sutrapur
13000000,Apartment,2200.0,3,3,Uttara
6000000,Apartment,735.0,2,2,Tejgaon
3000000,Apartment,650.0,2,2,Mirpur
2800000,Apartment,650.0,2,2,Mirpur
4500000,Apartment,1300.0,4,3,Mirpur
18000000,Apartment,1550.0,3,3,Dhanmondi
10000000,Apartment,1500.0,3,3,Uttara
9500000,Apartment,1180.0,3,3,Lalbagh
11000000,Apartment,1698.0,3,3,Shantinagar
6800000,Apartment,1260.0,3,3,Mirpur
6800000,Apartment,1260.0,3,3,Mirpur
13500000,Apartment,1455.0,3,3,Tejgaon
10500000,Apartment,1376.0,3,3,Uttara
7500000,Apartment,1525.0,3,3,Uttara
7500000,Apartment,1528.0,3,3,Uttara
7000000,Apartment,1510.0,4,4,Rampura
4500000,Apartment,970.0,3,2,Shyamoli
3800000,Apartment,850.0,2,2,Adabor
3500000,Apartment,750.0,2,2,Adabor
3500000,Apartment,750.0,2,2,Adabor
3800000,Apartment,850.0,2,2,Adabor
8500000,Apartment,1500.0,3,3,Mohammadpur
23000000,Apartment,2200.0,4,4,Mirpur
10000000,Apartment,1503.0,3,3,Kathalbagan
8500000,Apartment,1278.0,3,3,Kathalbagan
3055000,Apartment,611.0,2,2,Sutrapur
6200000,Apartment,1250.0,3,3,Dakshin Khan
4500000,Apartment,950.0,2,2,Mirpur
4500000,Apartment,950.0,2,2,Mirpur
9000000,Apartment,1800.0,4,4,Mohammadpur
6336000,Apartment,1320.0,3,3,Kachukhet
5800000,Apartment,1388.0,3,3,Mohammadpur
4800000,Apartment,1200.0,3,3,Agargaon
8900000,Apartment,1578.0,4,4,Adabor
6800000,Apartment,1260.0,3,3,Mohammadpur
8100000,Apartment,1500.0,3,3,Agargaon
4125000,Apartment,750.0,2,2,Hazaribag
8000000,Apartment,975.0,2,2,Eskaton
4870000,Apartment,1150.0,3,2,Dakshin Khan
2600000,Apartment,600.0,2,2,Dakshin Khan
2600000,Apartment,600.0,2,2,Dakshin Khan
2600000,Apartment,600.0,2,2,Dakshin Khan
2600000,Apartment,600.0,2,2,Dakshin Khan
2600000,Apartment,600.0,2,2,Dakshin Khan
5000000,Apartment,950.0,2,2,Mohammadpur
33000000,Apartment,3000.0,4,5,Bashundhara R-A
6500000,Apartment,1230.0,2,3,Badda
3800000,Apartment,950.0,3,2,Mohammadpur
5670000,Apartment,1260.0,3,3,Cantonment
3000000,Apartment,810.0,2,2,Mohammadpur
3800000,Apartment,950.0,3,2,Mohammadpur
2700000,Apartment,800.0,3,2,Mohammadpur
60000000,Apartment,2989.0,4,4,Gulshan
5000000,Apartment,900.0,2,2,Kathalbagan
6100000,Apartment,1450.0,3,3,Mohammadpur
6000000,Apartment,1017.0,2,2,Mohammadpur
4000000,Apartment,1150.0,3,2,Mohammadpur
4000000,Apartment,930.0,2,2,Mohammadpur
6000000,Apartment,1401.0,3,3,Keraniganj
6500000,Apartment,1506.0,3,3,Keraniganj
11500000,Apartment,1750.0,3,4,Uttara
11500000,Apartment,1750.0,3,4,Uttara
8750000,Apartment,1250.0,3,3,Shiddheswari
6300000,Apartment,950.0,3,2,Uttara
3550000,Apartment,650.0,2,2,Lalbagh
7900000,Apartment,1300.0,3,3,Mirpur
7900000,Apartment,1300.0,3,3,Mirpur
7900000,Apartment,1300.0,3,3,Mirpur
8000000,Apartment,1550.0,3,3,Agargaon
8000000,Apartment,1250.0,3,3,Aftab Nagar
8000000,Apartment,1250.0,3,3,Aftab Nagar
7950000,Apartment,1250.0,3,3,Aftab Nagar
7950000,Apartment,1250.0,3,3,Aftab Nagar
8400000,Apartment,1300.0,3,3,Aftab Nagar
9000000,Apartment,1300.0,3,3,Aftab Nagar
9000000,Apartment,1300.0,3,3,Aftab Nagar
9000000,Apartment,1300.0,3,3,Aftab Nagar
7950000,Apartment,1250.0,3,3,Aftab Nagar
9000000,Apartment,1300.0,3,3,Aftab Nagar
7950000,Apartment,1250.0,3,3,Aftab Nagar
9000000,Apartment,1300.0,3,3,Aftab Nagar
8125000,Apartment,1350.0,3,3,Mirpur
8400000,Apartment,1400.0,3,3,Mirpur
8125000,Apartment,1350.0,3,3,Mirpur
8125000,Apartment,1350.0,3,3,Mirpur
8400000,Apartment,1400.0,3,3,Mirpur
8125000,Apartment,1350.0,3,3,Mirpur
7795000,Apartment,1290.0,3,3,Mirpur
8675000,Apartment,1450.0,3,3,Mirpur
8003000,Apartment,1067.0,3,3,Nikunja
8125000,Apartment,1350.0,3,3,Mirpur
8675000,Apartment,1450.0,3,3,Mirpur
8400000,Apartment,1400.0,3,3,Mirpur
6500000,Apartment,1400.0,4,3,Badda
20000000,Apartment,2110.0,3,4,Bashundhara R-A
6788000,Apartment,1375.0,3,3,Badda
5020000,Apartment,1255.0,3,3,Badda
35000000,Apartment,2119.0,3,2,Gulshan
9550000,Apartment,1130.0,3,3,Kathalbagan
8500000,Apartment,1350.0,3,3,Mirpur
12500000,Apartment,1587.0,3,3,Uttara
2700000,Apartment,600.0,2,2,Mirpur
4600000,Apartment,1100.0,3,2,Dakshin Khan
4600000,Apartment,1100.0,3,2,Dakshin Khan
9445000,Apartment,1350.0,3,3,Mirpur
13000000,Apartment,1350.0,3,3,Kalabagan
7200000,Apartment,1620.0,3,3,Turag
3700000,Apartment,885.0,3,2,Dakshin Khan
4000000,Apartment,970.0,2,2,Dakshin Khan
14000000,Apartment,2006.0,3,4,Bashundhara R-A
8500000,Apartment,1730.0,4,4,Mirpur
5500000,Apartment,1300.0,3,3,Agargaon
11600000,Apartment,1550.0,3,3,Badda
20600000,Apartment,2092.0,3,4,Shiddheswari
7500000,Apartment,1800.0,3,4,Mirpur
10300000,Apartment,1375.0,3,3,Mirpur
3400000,Apartment,775.0,2,2,Mirpur
11000000,Apartment,1500.0,3,3,Bashundhara R-A
6600000,Apartment,1200.0,3,3,Mirpur
9000000,Apartment,950.0,2,2,Tejgaon
22000000,Apartment,2500.0,4,4,Uttara
15000000,Apartment,1500.0,3,3,Uttara
6500000,Apartment,1030.0,3,3,Banasree
10000000,Apartment,1650.0,3,3,Uttara
10000000,Apartment,1650.0,3,3,Uttara
10000000,Apartment,1650.0,3,3,Uttara
2500000,Apartment,650.0,2,2,Mirpur
50000000,Apartment,3590.0,4,5,Banani DOHS
15500000,Apartment,1872.0,3,3,Mirpur
22000000,Apartment,1600.0,3,4,Mohammadpur
19000000,Apartment,2555.0,4,4,Uttara
19000000,Apartment,2555.0,4,4,Uttara
19000000,Apartment,2555.0,4,4,Uttara
19500000,Apartment,2555.0,4,4,Uttara
6000000,Apartment,735.0,2,2,Tejgaon
8400000,Apartment,1200.0,3,3,Hatirpool
36000000,Building,8880.0,48,10,Mugdapara
9000000,Apartment,1500.0,3,3,Uttara
4800000,Apartment,1045.0,3,2,Badda
3200000,Apartment,920.0,2,2,Mohammadpur
30000000,Apartment,2000.0,3,4,Gulshan
10000000,Apartment,1542.0,3,3,Uttara
12000000,Apartment,1700.0,3,3,Uttara
12000000,Apartment,1700.0,3,3,Uttara
10500000,Apartment,1531.0,3,3,Uttara
5282000,Apartment,1390.0,3,3,Cantonment
5795000,Apartment,1525.0,3,3,Cantonment
12300000,Apartment,1290.0,3,2,Kalabagan
10000000,Apartment,1575.0,3,4,Uttara
5795000,Apartment,1525.0,3,3,Cantonment
5795000,Apartment,1525.0,3,3,Cantonment
2500000,Apartment,650.0,2,2,Mirpur
4500000,Apartment,1050.0,3,2,Mohammadpur
3750000,Apartment,1250.0,3,3,Uttar Khan
3750000,Apartment,1250.0,3,3,Uttar Khan
12000000,Apartment,1700.0,3,3,Uttara
7080000,Apartment,1180.0,3,3,Badda
4000000,Apartment,975.0,2,2,Mirpur
4704000,Apartment,980.0,2,2,Agargaon
4704000,Apartment,980.0,2,2,Agargaon
2500000,Apartment,650.0,2,1,Mirpur
2500000,Apartment,650.0,2,1,Mirpur
9200000,Apartment,1400.0,4,3,Mirpur
6000000,Apartment,1008.0,3,2,Mirpur
2500000,Apartment,650.0,2,1,Mirpur
18000000,Apartment,2000.0,3,3,Bashundhara R-A
16000000,Apartment,2000.0,3,3,Bashundhara R-A
56000000,Duplex,5600.0,3,4,Bashundhara R-A
24500000,Apartment,2990.0,4,5,Uttara
4700000,Apartment,1000.0,2,2,Mohammadpur
7700000,Apartment,1350.0,3,3,Mohammadpur
11200000,Apartment,1060.0,2,3,Malibagh
4500000,Apartment,750.0,2,1,Motijheel
2500000,Apartment,750.0,2,2,Mirpur
3600000,Apartment,550.0,2,2,Mugdapara
5000000,Apartment,1300.0,3,3,Cantonment
6914000,Apartment,1257.0,3,3,Shahjahanpur
4500000,Apartment,950.0,2,2,Mirpur
5928000,Apartment,1235.0,3,3,Kachukhet
1500000,Apartment,257.0,2,1,Bangshal
5852000,Apartment,1463.0,3,3,Mirpur
5852000,Apartment,1463.0,3,3,Mirpur
9500000,Apartment,1150.0,2,2,Tejgaon
3700000,Apartment,1050.0,3,2,Mohammadpur
6300000,Apartment,1400.0,3,3,Ibrahimpur
4400000,Apartment,1100.0,3,3,Mohammadpur
